COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode,Value
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2013,2013,TOE,Tonnes of oil equivalent (toe),Units,4.478223
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2014,2014,TOE,Tonnes of oil equivalent (toe),Units,4.20849
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2015,2015,TOE,Tonnes of oil equivalent (toe),Units,4.255219
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2016,2016,TOE,Tonnes of oil equivalent (toe),Units,4.333712
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2017,2017,TOE,Tonnes of oil equivalent (toe),Units,4.361818
NLD,Netherlands,NRG_INT,"Energy intensity, TPES per capita",2018,2018,TOE,Tonnes of oil equivalent (toe),Units,4.275257
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2000,2000,PC,Percentage,Units,1.796031
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2001,2001,PC,Percentage,Units,1.843576
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2002,2002,PC,Percentage,Units,2.002861
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2003,2003,PC,Percentage,Units,1.885198
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2004,2004,PC,Percentage,Units,2.212476
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2005,2005,PC,Percentage,Units,2.820391
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2006,2006,PC,Percentage,Units,3.034324
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2007,2007,PC,Percentage,Units,3.178791
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2008,2008,PC,Percentage,Units,3.707161
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2009,2009,PC,Percentage,Units,4.226685
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2010,2010,PC,Percentage,Units,3.928632
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2011,2011,PC,Percentage,Units,4.46439
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2012,2012,PC,Percentage,Units,4.580846
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2013,2013,PC,Percentage,Units,4.524785
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2014,2014,PC,Percentage,Units,4.783942
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2015,2015,PC,Percentage,Units,4.965523
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2016,2016,PC,Percentage,Units,5.008697
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2017,2017,PC,Percentage,Units,5.417273
NLD,Netherlands,RE_TPES,"Renewable energy supply, % total energy supply",2018,2018,PC,Percentage,Units,6.04382
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2000,2000,PC,Percentage,Units,3.314738
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2001,2001,PC,Percentage,Units,3.525405
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2002,2002,PC,Percentage,Units,4.141401
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2003,2003,PC,Percentage,Units,4.092214
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2004,2004,PC,Percentage,Units,5.243346
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2005,2005,PC,Percentage,Units,7.452739
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2006,2006,PC,Percentage,Units,8.145135
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2007,2007,PC,Percentage,Units,7.210642
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2008,2008,PC,Percentage,Units,8.86176
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2009,2009,PC,Percentage,Units,9.530386
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2010,2010,PC,Percentage,Units,9.388022
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2011,2011,PC,Percentage,Units,10.81072
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2012,2012,PC,Percentage,Units,12.08989
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2013,2013,PC,Percentage,Units,11.91184
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2014,2014,PC,Percentage,Units,11.26968
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2015,2015,PC,Percentage,Units,12.39808
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2016,2016,PC,Percentage,Units,12.82592
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2017,2017,PC,Percentage,Units,14.86999
NLD,Netherlands,RE_NRG,"Renewable electricity, % total electricity generation",2018,2018,PC,Percentage,Units,16.49719
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2000,2000,PC,Percentage,Units,3.471484
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2001,2001,PC,Percentage,Units,3.031293
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2002,2002,PC,Percentage,Units,2.630492
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2003,2003,PC,Percentage,Units,2.507164
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2004,2004,PC,Percentage,Units,1.707712
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2005,2005,PC,Percentage,Units,1.098661
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2006,2006,PC,Percentage,Units,1.864875
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2007,2007,PC,Percentage,Units,0.6529313
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2008,2008,PC,Percentage,Units,0.4116906
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2009,2009,PC,Percentage,Units,0.2855424
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2010,2010,PC,Percentage,Units,0.04669468
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2011,2011,PC,Percentage,Units,0.8497548
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2012,2012,PC,Percentage,Units,0.8914481
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2013,2013,PC,Percentage,Units,0.722629
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2014,2014,PC,Percentage,Units,0.5483622
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2015,2015,PC,Percentage,Units,0.643433
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2016,2016,PC,Percentage,Units,0.5895011
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2017,2017,PC,Percentage,Units,0.6577365
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2018,2018,PC,Percentage,Units,0.6358107
NLD,Netherlands,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2019,2019,PC,Percentage,Units,0.7120605
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2000,2000,PC,Percentage,Units,24.102
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2001,2001,PC,Percentage,Units,25.75288
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2002,2002,PC,Percentage,Units,31.34058
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2003,2003,PC,Percentage,Units,37.8057
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2005,2005,PC,Percentage,Units,33.02905
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2006,2006,PC,Percentage,Units,34.53183
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2007,2007,PC,Percentage,Units,32.05005
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2008,2008,PC,Percentage,Units,31.88897
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2009,2009,PC,Percentage,Units,29.22485
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2010,2010,PC,Percentage,Units,39.52058
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2011,2011,PC,Percentage,Units,35.41788
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2012,2012,PC,Percentage,Units,46.54959
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2013,2013,PC,Percentage,Units,48.23083
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2014,2014,PC,Percentage,Units,41.7243
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2015,2015,PC,Percentage,Units,55.78926
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2016,2016,PC,Percentage,Units,42.3017
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2017,2017,PC,Percentage,Units,40.50536
NLD,Netherlands,RERD_ERD,"RE R&D budget, % total energy R&D budget",2018,2018,PC,Percentage,Units,42.91097
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2000,2000,PC,Percentage,Units,1.35
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2001,2001,PC,Percentage,Units,1.35
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2002,2002,PC,Percentage,Units,1.32
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2003,2003,PC,Percentage,Units,1.33
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2004,2004,PC,Percentage,Units,1.29
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2005,2005,PC,Percentage,Units,1.25
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2006,2006,PC,Percentage,Units,1.3
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2007,2007,PC,Percentage,Units,1.41
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2008,2008,PC,Percentage,Units,1.42
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2009,2009,PC,Percentage,Units,1.5
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2010,2010,PC,Percentage,Units,1.23
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2011,2011,PC,Percentage,Units,1.34
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2012,2012,PC,Percentage,Units,1.25
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2013,2013,PC,Percentage,Units,1.11
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2014,2014,PC,Percentage,Units,1.13
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2015,2015,PC,Percentage,Units,1.27
NLD,Netherlands,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2016,2016,PC,Percentage,Units,1.26
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2000,2000,USD,US Dollar,Units,45028.29
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2001,2001,USD,US Dollar,Units,45811.66
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2002,2002,USD,US Dollar,Units,45648.32
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2003,2003,USD,US Dollar,Units,45463.71
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2004,2004,USD,US Dollar,Units,46120.65
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2005,2005,USD,US Dollar,Units,46836.56
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2006,2006,USD,US Dollar,Units,48242.58
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2007,2007,USD,US Dollar,Units,49860.83
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2008,2008,USD,US Dollar,Units,50754.02
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2009,2009,USD,US Dollar,Units,48721.56
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2010,2010,USD,US Dollar,Units,49208.4
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2011,2011,USD,US Dollar,Units,49806.73
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2012,2012,USD,US Dollar,Units,49136.02
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2013,2013,USD,US Dollar,Units,48921.55
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2014,2014,USD,US Dollar,Units,49473.95
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2015,2015,USD,US Dollar,Units,50306.32
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2016,2016,USD,US Dollar,Units,51279.34
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2017,2017,USD,US Dollar,Units,52647.83
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2018,2018,USD,US Dollar,Units,53894.33
NLD,Netherlands,GDP_RCAP,Real GDP per capita,2019,2019,USD,US Dollar,Units,54749.54
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2000,2000,TOE,Tonnes of oil equivalent (toe),Units,8.071317
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2001,2001,TOE,Tonnes of oil equivalent (toe),Units,7.837717
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2002,2002,TOE,Tonnes of oil equivalent (toe),Units,7.853214
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2003,2003,TOE,Tonnes of oil equivalent (toe),Units,7.802535
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2004,2004,TOE,Tonnes of oil equivalent (toe),Units,7.894199
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2005,2005,TOE,Tonnes of oil equivalent (toe),Units,7.860929
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2006,2006,TOE,Tonnes of oil equivalent (toe),Units,7.714072
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2007,2007,TOE,Tonnes of oil equivalent (toe),Units,7.7758
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2008,2008,TOE,Tonnes of oil equivalent (toe),Units,7.503621
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2009,2009,TOE,Tonnes of oil equivalent (toe),Units,7.067524
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2010,2010,TOE,Tonnes of oil equivalent (toe),Units,7.174129
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2011,2011,TOE,Tonnes of oil equivalent (toe),Units,7.018312
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2012,2012,TOE,Tonnes of oil equivalent (toe),Units,6.83857
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2013,2013,TOE,Tonnes of oil equivalent (toe),Units,6.904277
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2014,2014,TOE,Tonnes of oil equivalent (toe),Units,6.937186
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2015,2015,TOE,Tonnes of oil equivalent (toe),Units,6.814001
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2016,2016,TOE,Tonnes of oil equivalent (toe),Units,6.696414
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2017,2017,TOE,Tonnes of oil equivalent (toe),Units,6.629748
USA,United States,NRG_INT,"Energy intensity, TPES per capita",2018,2018,TOE,Tonnes of oil equivalent (toe),Units,6.819919
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2000,2000,PC,Percentage,Units,4.484783
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2001,2001,PC,Percentage,Units,3.999862
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2002,2002,PC,Percentage,Units,4.048507
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2003,2003,PC,Percentage,Units,4.30125
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2004,2004,PC,Percentage,Units,4.393983
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2005,2005,PC,Percentage,Units,4.536459
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2006,2006,PC,Percentage,Units,4.772666
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2007,2007,PC,Percentage,Units,4.667181
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2008,2008,PC,Percentage,Units,5.071261
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2009,2009,PC,Percentage,Units,5.438564
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2010,2010,PC,Percentage,Units,5.678004
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2011,2011,PC,Percentage,Units,6.18371
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2012,2012,PC,Percentage,Units,6.431845
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2013,2013,PC,Percentage,Units,6.781224
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2014,2014,PC,Percentage,Units,6.899724
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2015,2015,PC,Percentage,Units,6.844656
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2016,2016,PC,Percentage,Units,7.169833
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2017,2017,PC,Percentage,Units,7.537478
USA,United States,RE_TPES,"Renewable energy supply, % total energy supply",2018,2018,PC,Percentage,Units,7.727601
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2000,2000,PC,Percentage,Units,8.205997
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2001,2001,PC,Percentage,Units,6.783992
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2002,2002,PC,Percentage,Units,8.646361
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2003,2003,PC,Percentage,Units,8.889376
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2004,2004,PC,Percentage,Units,8.630185
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2005,2005,PC,Percentage,Units,8.578465
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2006,2006,PC,Percentage,Units,9.244631
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2007,2007,PC,Percentage,Units,8.367764
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2008,2008,PC,Percentage,Units,9.003541
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2009,2009,PC,Percentage,Units,10.29185
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2010,2010,PC,Percentage,Units,10.12036
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2011,2011,PC,Percentage,Units,12.22571
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2012,2012,PC,Percentage,Units,12.0074
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2013,2013,PC,Percentage,Units,12.63792
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2014,2014,PC,Percentage,Units,12.97722
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2015,2015,PC,Percentage,Units,13.22859
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2016,2016,PC,Percentage,Units,14.81712
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2017,2017,PC,Percentage,Units,16.84403
USA,United States,RE_NRG,"Renewable electricity, % total electricity generation",2018,2018,PC,Percentage,Units,16.76116
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2000,2000,PC,Percentage,Units,0.7385696
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2001,2001,PC,Percentage,Units,0.7302198
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2002,2002,PC,Percentage,Units,0.6675145
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2003,2003,PC,Percentage,Units,0.5741797
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2004,2004,PC,Percentage,Units,0.6229879
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2005,2005,PC,Percentage,Units,0.5756657
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2006,2006,PC,Percentage,Units,0.5430697
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2007,2007,PC,Percentage,Units,0.6266411
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2008,2008,PC,Percentage,Units,0.46954
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2009,2009,PC,Percentage,Units,0.4136193
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2010,2010,PC,Percentage,Units,0.501751
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2011,2011,PC,Percentage,Units,0.515055
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2012,2012,PC,Percentage,Units,0.4871745
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2013,2013,PC,Percentage,Units,0.4926645
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2014,2014,PC,Percentage,Units,0.4844356
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2015,2015,PC,Percentage,Units,0.4582538
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2016,2016,PC,Percentage,Units,0.4123943
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2017,2017,PC,Percentage,Units,0.3966823
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2018,2018,PC,Percentage,Units,0.3717319
USA,United States,ENVRD_GBAORD,"Green R&D budget, % total R&D budget",2019,2019,PC,Percentage,Units,0.3602687
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2000,2000,PC,Percentage,Units,9.296009
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2001,2001,PC,Percentage,Units,8.897127
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2002,2002,PC,Percentage,Units,8.687553
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2003,2003,PC,Percentage,Units,8.823812
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2004,2004,PC,Percentage,Units,8.410253
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2005,2005,PC,Percentage,Units,7.578961
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2006,2006,PC,Percentage,Units,6.454094
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2007,2007,PC,Percentage,Units,13.76962
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2008,2008,PC,Percentage,Units,10.21754
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2009,2009,PC,Percentage,Units,22.48497
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2010,2010,PC,Percentage,Units,27.47483
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2011,2011,PC,Percentage,Units,18.2157
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2012,2012,PC,Percentage,Units,24.12642
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2013,2013,PC,Percentage,Units,16.54987
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2014,2014,PC,Percentage,Units,14.54475
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2015,2015,PC,Percentage,Units,14.865
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2016,2016,PC,Percentage,Units,11.36757
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2017,2017,PC,Percentage,Units,10.6072
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2018,2018,PC,Percentage,Units,10.56382
USA,United States,RERD_ERD,"RE R&D budget, % total energy R&D budget",2019,2019,PC,Percentage,Units,9.889182
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2000,2000,PC,Percentage,Units,22.65
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2001,2001,PC,Percentage,Units,22.82
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2002,2002,PC,Percentage,Units,24.26
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2003,2003,PC,Percentage,Units,22.3
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2004,2004,PC,Percentage,Units,22.83
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2005,2005,PC,Percentage,Units,23.77
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2006,2006,PC,Percentage,Units,24.28
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2007,2007,PC,Percentage,Units,25.39
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2008,2008,PC,Percentage,Units,25.56
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2009,2009,PC,Percentage,Units,24.53
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2010,2010,PC,Percentage,Units,23.36
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2011,2011,PC,Percentage,Units,22.96
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2012,2012,PC,Percentage,Units,24.75
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2013,2013,PC,Percentage,Units,26.9
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2014,2014,PC,Percentage,Units,24.3
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2015,2015,PC,Percentage,Units,24.27
USA,United States,GPAT_DE_AI,"Development of environment-related technologies, % inventions worldwide",2016,2016,PC,Percentage,Units,24.08
USA,United States,GDP_RCAP,Real GDP per capita,2000,2000,USD,US Dollar,Units,48810.23
USA,United States,GDP_RCAP,Real GDP per capita,2001,2001,USD,US Dollar,Units,48795.7
USA,United States,GDP_RCAP,Real GDP per capita,2002,2002,USD,US Dollar,Units,49183.95
USA,United States,GDP_RCAP,Real GDP per capita,2003,2003,USD,US Dollar,Units,50148.47
USA,United States,GDP_RCAP,Real GDP per capita,2004,2004,USD,US Dollar,Units,51601.46
USA,United States,GDP_RCAP,Real GDP per capita,2005,2005,USD,US Dollar,Units,52936.53
USA,United States,GDP_RCAP,Real GDP per capita,2006,2006,USD,US Dollar,Units,53942.16
USA,United States,GDP_RCAP,Real GDP per capita,2007,2007,USD,US Dollar,Units,54433.29
USA,United States,GDP_RCAP,Real GDP per capita,2008,2008,USD,US Dollar,Units,53843.53
USA,United States,GDP_RCAP,Real GDP per capita,2009,2009,USD,US Dollar,Units,51994.25
USA,United States,GDP_RCAP,Real GDP per capita,2010,2010,USD,US Dollar,Units,52860.64
USA,United States,GDP_RCAP,Real GDP per capita,2011,2011,USD,US Dollar,Units,53237.21
USA,United States,GDP_RCAP,Real GDP per capita,2012,2012,USD,US Dollar,Units,54008.43
